2127.88,2148.93,2179.17,2204.25,2225.68,2256.52,2300.78,2322.73,2330.33,2341.80,2363.32,2396.68,2433.94,2466.61,2495.69,2515.03,2525.18,2535.05,2542.19,2545.05,2564.22,2605.52,2635.82,2660.48,2671.33,2684.93,2708.55,2728.41,2721.90,2708.94,2716.73,2745.32,2764.70,2784.84,2805.76,2834.05,2861.88,2883.57,2879.92,2863.28,2863.28,2860.85,2840.74,2843.35,2837.55,2805.29,2781.86,2773.02,2766.13,2765.06,2765.85,2758.74,2748.68,2751.01,2741.28,2725.74,2711.44,2672.56,2629.91,2608.05,2588.82,2570.19,2555.33,2541.56,2534.15,2521.58,2495.45,2473.43,2454.71,2435.17,2418.21,2401.55,2383.80,2365.53,2346.58,2327.85,2312.68,2297.38,2280.64,2270.25,2268.60,2271.18,2277.51,2285.64,2289.77,2297.24,2315.55,2332.32,2352.98,2364.88,2376.01,2386.59,2391.14,2403.04,2422.04,2435.02,2425.80,2408.46,2405.65,2431.86,2453.76,2466.31,2468.66,2467.39,2468.15,2479.53,2486.97,2484.53,2473.26,2459.31,2443.51,2437.60,2437.78,2434.19,2427.76,2403.71,2383.51,2371.29,2354.71,2334.38,2308.63,2283.28,2256.85,2225.36,2193.39,2182.74,2162.71,2126.16,2092.61,2069.07,2049.44,2028.99,2017.72,2012.76,1997.57,1978.40,1970.20,1973.55,1964.94,1950.44,1930.39,1912.58,1898.26,1882.85,1879.04,1881.49,1872.49,1861.87,1854.60,1850.47,1839.37,1822.32,1803.39,1801.14,1797.26,1788.55,1775.13,1758.48,1759.49,1758.59,1751.00,1740.25,1733.13,1733.70,1739.30,1745.70,1753.25,1763.31,1772.98,1774.34,1760.82,1739.26,1722.11,1712.44,1707.33,1703.95,1706.99,1724.52,1731.07,1727.55,1722.85,1717.64,1719.63,1735.55,1754.72,1780.83,1800.63,1807.94,1813.48,1817.83,1823.44,1842.60,1858.89,1870.36,1880.07,1905.80,1929.01,1956.31,1981.39,1990.75,1997.84,1999.17,2010.64,2021.67,2040.67,2063.54,2081.58,2100.88,2118.88,2134.64,2145.38,2153.78,2154.52,2152.66,2151.42,2160.78,2168.99,2175.20,2186.13,2192.05,2181.55,2161.71,2148.64,2152.45,2167.61,2177.65,2173.41,2171.86,2182.26,2181.58,2167.71,2169.82,2174.82,2177.91,2169.51,2153.54,2174.22,2192.41,2196.06,2190.81,2178.97,2191.63,2214.47,2234.33,2255.20,2276.95,2299.84,2319.05,2335.82,2351.93,2368.13,2383.97,2403.47,2421.38,2440.47,2456.51
2128.98,2149.36,2171.03,2197.12,2224.90,2264.14,2305.41,2329.99,2340.69,2357.12,2385.78,2415.95,2450.10,2482.52,2517.54,2546.42,2559.87,2566.35,2572.33,2582.05,2583.95,2597.60,2627.79,2650.70,2652.55,2672.09,2693.44,2708.11,2703.35,2685.15,2711.07,2731.46,2742.91,2758.00,2779.82,2804.71,2835.51,2866.57,2866.51,2840.44,2835.42,2828.31,2811.88,2803.30,2798.22,2788.68,2765.46,2753.65,2744.66,2737.47,2734.90,2729.59,2714.30,2714.75,2707.10,2699.01,2703.20,2676.08,2645.39,2621.99,2600.58,2588.78,2582.05,2569.91,2564.47,2549.84,2522.09,2494.40,2472.32,2450.91,2430.80,2412.60,2393.40,2372.55,2352.91,2335.17,2315.07,2299.24,2282.36,2265.34,2255.09,2259.33,2263.88,2268.99,2270.15,2272.07,2282.54,2294.84,2314.35,2326.21,2345.94,2360.18,2369.00,2389.00,2404.11,2406.65,2399.72,2385.30,2386.89,2412.24,2433.28,2445.69,2445.81,2440.56,2441.73,2451.07,2452.68,2454.89,2453.99,2446.53,2436.16,2430.63,2433.67,2436.45,2431.31,2419.29,2406.07,2394.72,2386.91,2369.80,2347.67,2313.64,2281.61,2253.84,2232.61,2222.58,2200.75,2166.10,2131.82,2100.39,2076.17,2058.80,2049.40,2043.16,2012.95,1996.09,1990.84,1996.25,1992.26,1969.32,1941.81,1934.90,1922.48,1912.28,1908.09,1903.50,1888.29,1883.86,1872.92,1861.54,1842.71,1824.62,1825.32,1830.16,1823.23,1813.91,1796.78,1780.54,1786.54,1780.71,1771.91,1763.37,1752.88,1751.97,1762.05,1769.94,1776.25,1780.26,1779.23,1776.22,1773.27,1765.70,1752.37,1739.95,1727.00,1711.92,1700.25,1705.13,1710.72,1709.32,1708.73,1713.48,1729.16,1750.60,1769.74,1790.25,1812.20,1830.30,1841.83,1850.01,1852.07,1870.40,1887.24,1902.46,1906.46,1927.71,1947.26,1976.11,2001.31,2015.72,2019.58,2021.44,2033.38,2046.00,2053.43,2074.70,2094.24,2114.42,2131.54,2149.92,2165.81,2174.21,2174.16,2173.02,2172.74,2181.20,2189.00,2192.59,2201.21,2204.44,2191.01,2174.43,2166.30,2164.35,2177.09,2194.45,2193.30,2192.63,2201.10,2199.55,2191.81,2191.77,2197.55,2201.62,2190.45,2166.67,2181.97,2205.59,2216.65,2208.24,2202.64,2202.41,2209.31,2231.00,2251.98,2272.02,2291.00,2308.96,2323.29,2339.97,2359.68,2376.58,2396.18,2413.67,2431.65,2446.44
2101.71,2123.30,2151.20,2178.26,2217.14,2258.24,2299.45,2333.37,2349.45,2370.89,2400.76,2435.07,2466.80,2504.86,2530.15,2566.81,2585.19,2586.07,2590.90,2609.76,2618.12,2622.83,2619.17,2624.71,2637.49,2660.29,2680.42,2681.00,2677.33,2667.45,2695.14,2711.46,2725.47,2737.01,2760.70,2781.13,2811.20,2843.06,2851.98,2819.33,2811.12,2798.99,2786.87,2778.49,2765.10,2753.26,2741.16,2734.86,2726.73,2715.64,2702.29,2688.50,2679.69,2676.38,2673.03,2674.99,2686.20,2684.64,2657.60,2632.18,2620.16,2621.26,2618.47,2604.80,2598.77,2582.82,2554.51,2526.16,2498.14,2470.08,2443.72,2421.03,2402.44,2382.19,2362.44,2344.47,2323.26,2300.84,2280.41,2264.69,2244.18,2238.48,2242.47,2244.10,2249.70,2252.98,2258.72,2268.43,2286.55,2302.55,2316.90,2332.78,2346.56,2368.60,2383.53,2376.33,2367.16,2361.03,2369.60,2402.13,2419.23,2428.31,2422.41,2415.56,2418.49,2426.61,2427.17,2427.05,2429.14,2424.51,2414.99,2406.63,2413.07,2416.75,2418.57,2401.60,2391.47,2381.05,2383.56,2377.02,2360.55,2342.18,2310.56,2281.33,2260.54,2248.72,2229.63,2206.16,2176.98,2140.90,2108.82,2083.99,2067.01,2059.74,2038.95,2018.76,2010.13,2018.41,2008.87,1976.80,1959.65,1965.90,1954.16,1940.67,1935.49,1924.36,1909.48,1905.60,1884.35,1866.77,1859.84,1848.50,1852.28,1856.31,1847.91,1827.71,1807.63,1807.51,1804.18,1798.45,1793.98,1785.63,1772.17,1771.57,1780.10,1783.82,1782.67,1779.67,1773.31,1768.45,1767.41,1765.64,1758.13,1746.87,1738.39,1727.63,1705.57,1699.28,1705.03,1705.91,1706.91,1719.61,1738.96,1762.76,1788.10,1803.84,1824.71,1845.98,1862.53,1876.01,1881.14,1892.30,1915.55,1932.20,1940.80,1951.29,1968.40,1991.95,2017.13,2037.42,2040.73,2045.98,2049.68,2068.07,2077.11,2088.62,2105.74,2126.73,2145.04,2160.01,2180.06,2192.84,2195.74,2194.83,2195.40,2200.86,2208.74,2211.56,2218.21,2214.84,2199.47,2194.15,2183.76,2183.72,2186.40,2204.37,2213.41,2217.05,2222.22,2218.44,2218.45,2216.34,2220.83,2222.04,2205.48,2183.08,2199.95,2218.18,2233.18,2228.40,2228.37,2230.81,2226.88,2228.42,2241.73,2263.04,2280.27,2300.70,2314.28,2332.07,2351.08,2368.43,2386.86,2403.04,2417.41,2433.40
2100.67,2138.30,2174.35,2193.13,2217.55,2266.18,2307.01,2340.20,2361.98,2385.37,2414.26,2450.86,2481.19,2512.24,2537.52,2568.97,2582.06,2577.99,2579.87,2601.04,2617.91,2618.24,2603.50,2606.27,2631.55,2653.90,2664.04,2654.61,2647.74,2651.41,2679.65,2697.63,2704.33,2723.01,2745.30,2772.45,2796.64,2819.52,2815.84,2800.76,2785.49,2774.36,2763.84,2756.56,2746.45,2732.44,2720.12,2713.68,2708.18,2697.47,2684.40,2669.92,2658.82,2651.61,2649.94,2652.83,2664.72,2676.00,2665.47,2649.61,2646.13,2646.68,2637.98,2621.71,2611.37,2596.11,2574.15,2550.16,2527.40,2497.67,2469.22,2438.54,2415.81,2393.46,2374.06,2355.01,2333.64,2307.89,2285.30,2266.10,2247.40,2223.35,2216.62,2219.88,2227.49,2232.97,2236.59,2248.95,2263.79,2280.00,2294.77,2313.17,2332.86,2347.09,2355.28,2349.81,2337.45,2333.03,2355.36,2388.78,2402.98,2408.19,2397.28,2392.19,2396.44,2402.39,2405.29,2404.32,2405.56,2406.07,2392.11,2383.61,2387.19,2393.77,2401.35,2385.49,2361.46,2355.55,2360.63,2358.33,2342.02,2342.13,2337.94,2312.31,2288.37,2272.43,2258.95,2240.72,2214.70,2182.72,2147.65,2116.96,2094.81,2088.25,2065.63,2046.87,2045.22,2046.89,2023.84,1990.54,1980.33,1991.39,1981.21,1965.20,1957.05,1947.39,1938.62,1933.57,1900.79,1904.45,1909.82,1893.27,1876.27,1876.37,1861.59,1837.61,1832.71,1831.60,1820.91,1814.10,1809.53,1803.33,1790.00,1789.40,1789.22,1785.73,1779.97,1775.90,1772.79,1771.34,1765.59,1759.30,1757.37,1755.78,1749.61,1731.53,1705.19,1698.65,1702.77,1702.75,1706.07,1723.47,1741.62,1766.17,1792.04,1812.78,1836.24,1862.32,1881.27,1896.94,1907.24,1911.53,1937.70,1958.99,1971.19,1980.36,1990.29,2005.64,2027.61,2043.51,2055.95,2066.15,2067.85,2086.07,2098.63,2109.13,2121.03,2134.97,2159.06,2174.96,2192.69,2209.65,2217.95,2216.32,2217.66,2223.88,2231.28,2233.73,2234.86,2226.09,2217.52,2213.64,2203.68,2205.70,2200.94,2212.94,2227.76,2237.74,2245.53,2244.82,2245.24,2242.53,2242.53,2236.37,2214.17,2198.86,2213.94,2234.29,2250.99,2249.29,2251.39,2256.75,2254.75,2250.62,2248.53,2253.26,2269.49,2292.58,2308.28,2324.73,2342.32,2358.77,2374.17,2390.48,2405.12,2418.74
2120.70,2153.79,2188.77,2213.70,2233.62,2264.11,2302.97,2343.30,2376.18,2400.27,2427.85,2457.96,2474.69,2495.07,2524.09,2546.49,2547.33,2544.09,2551.89,2575.02,2595.21,2598.16,2580.31,2591.45,2618.74,2637.54,2640.90,2628.24,2620.86,2642.63,2663.86,2671.14,2688.80,2712.64,2739.24,2762.08,2782.13,2794.89,2783.75,2773.11,2760.85,2751.24,2742.56,2735.69,2727.88,2715.80,2702.51,2693.72,2688.74,2679.95,2668.38,2656.17,2644.24,2634.51,2630.65,2631.80,2638.45,2649.63,2653.21,2653.95,2650.76,2639.87,2622.26,2604.49,2592.75,2579.72,2561.64,2542.10,2525.39,2512.21,2497.53,2474.02,2445.36,2415.18,2391.46,2365.07,2338.90,2316.86,2295.14,2270.79,2248.87,2225.78,2200.99,2197.33,2205.90,2212.80,2220.20,2232.67,2247.02,2261.85,2278.81,2296.27,2313.55,2319.54,2318.78,2313.23,2306.04,2318.10,2349.97,2371.83,2377.61,2380.46,2372.86,2369.72,2374.48,2376.59,2381.27,2381.38,2382.59,2388.69,2371.37,2353.33,2360.20,2371.92,2375.76,2364.59,2342.73,2328.34,2334.37,2333.50,2320.99,2321.01,2329.97,2331.01,2319.54,2299.78,2283.79,2262.91,2236.55,2210.15,2188.39,2151.73,2123.74,2123.65,2110.68,2090.01,2082.36,2068.78,2037.00,2005.42,1998.31,2016.72,2017.06,2002.37,1982.99,1971.63,1971.89,1959.06,1924.48,1932.67,1950.91,1933.32,1905.43,1896.76,1872.51,1862.92,1861.08,1854.65,1844.93,1830.70,1824.06,1817.65,1807.01,1803.65,1796.51,1789.47,1783.92,1780.04,1779.71,1780.06,1776.53,1771.85,1769.65,1764.35,1752.55,1732.02,1704.68,1696.27,1700.57,1699.24,1701.08,1718.27,1735.90,1762.29,1786.66,1804.97,1831.83,1857.99,1877.02,1893.15,1909.00,1921.58,1938.39,1956.97,1974.00,1984.20,1988.68,1999.61,2018.97,2035.39,2051.69,2069.03,2079.63,2092.78,2111.72,2124.90,2137.02,2149.79,2169.09,2187.26,2203.65,2221.37,2233.08,2238.06,2239.02,2244.25,2249.58,2252.47,2249.31,2240.15,2236.36,2230.01,2223.52,2225.78,2223.02,2222.07,2237.06,2256.00,2269.91,2273.80,2274.69,2272.77,2267.79,2253.24,2232.59,2219.59,2230.52,2251.39,2270.36,2271.03,2270.85,2276.82,2277.03,2273.84,2273.89,2274.98,2275.88,2289.74,2307.92,2320.02,2335.13,2349.63,2365.38,2380.69,2395.84,2410.05
2129.42,2154.68,2183.05,2217.18,2247.85,2278.22,2308.00,2338.03,2376.47,2409.77,2435.50,2451.06,2450.96,2478.64,2503.12,2512.57,2501.99,2508.64,2528.22,2551.37,2564.07,2568.70,2557.65,2577.26,2597.41,2610.18,2615.06,2605.07,2603.12,2625.31,2641.61,2662.40,2684.29,2707.64,2727.75,2750.47,2776.55,2777.34,2758.97,2748.53,2739.63,2732.57,2723.29,2715.03,2706.37,2696.38,2686.23,2676.26,2670.64,2663.82,2653.97,2641.80,2629.70,2621.11,2614.01,2611.58,2612.62,2620.55,2627.87,2636.80,2642.75,2627.75,2598.84,2576.85,2569.39,2561.87,2545.46,2527.94,2506.08,2489.57,2481.72,2473.37,2460.34,2443.17,2419.78,2390.53,2356.99,2326.18,2302.14,2278.96,2249.92,2222.11,2196.17,2179.59,2186.33,2194.74,2204.53,2217.90,2234.15,2248.02,2266.28,2280.90,2287.93,2286.98,2286.69,2284.41,2283.09,2308.11,2333.14,2347.20,2348.93,2348.35,2345.73,2348.52,2350.72,2352.81,2358.07,2360.78,2362.43,2370.45,2354.80,2329.86,2338.47,2346.49,2350.12,2341.25,2325.90,2305.02,2308.99,2309.93,2299.99,2294.83,2305.54,2313.38,2314.08,2310.52,2306.65,2285.24,2260.25,2236.43,2216.77,2187.41,2151.13,2144.34,2150.05,2129.21,2107.74,2080.06,2053.79,2027.21,2026.80,2043.24,2063.57,2053.15,2021.50,1992.87,1987.56,1969.35,1944.64,1948.02,1974.58,1960.29,1935.04,1917.35,1903.92,1894.53,1887.61,1877.55,1865.78,1851.45,1838.54,1829.16,1819.91,1810.28,1801.46,1793.68,1787.61,1784.44,1784.08,1783.13,1780.92,1775.85,1769.14,1759.71,1747.66,1730.75,1706.10,1694.03,1696.97,1695.43,1697.62,1709.15,1723.75,1744.62,1767.45,1792.44,1815.22,1837.10,1858.22,1870.59,1887.32,1904.06,1920.84,1937.83,1953.02,1960.53,1968.20,1984.51,2000.61,2019.19,2041.93,2056.43,2070.26,2085.21,2104.19,2127.16,2144.59,2157.39,2168.45,2185.17,2202.87,2216.78,2230.76,2245.07,2253.58,2262.30,2269.08,2269.66,2263.12,2257.51,2256.11,2251.62,2245.33,2246.55,2244.90,2238.88,2247.07,2269.04,2287.74,2297.70,2302.72,2301.32,2291.73,2270.79,2251.26,2245.15,2251.83,2272.51,2289.15,2288.90,2288.83,2292.84,2293.64,2293.19,2295.76,2298.70,2295.24,2301.59,2320.04,2328.56,2338.20,2350.08,2364.86,2379.70,2393.89,2407.78
2140.94,2171.91,2197.62,2221.39,2252.84,2287.70,2319.23,2350.07,2380.72,2412.05,2428.16,2424.76,2431.10,2456.98,2473.16,2478.69,2472.73,2480.59,2505.01,2521.25,2530.68,2541.16,2532.30,2555.72,2572.30,2577.77,2585.35,2580.84,2591.90,2610.95,2633.17,2656.42,2679.98,2703.09,2727.23,2757.01,2777.52,2760.02,2740.99,2727.54,2720.68,2712.66,2702.68,2693.72,2686.27,2678.01,2668.26,2659.33,2654.01,2647.82,2638.39,2627.69,2616.14,2606.13,2599.33,2593.68,2593.19,2598.27,2603.76,2612.30,2618.92,2619.76,2595.23,2559.83,2543.63,2538.07,2527.74,2513.06,2498.16,2476.85,2454.72,2442.48,2440.52,2438.49,2426.78,2411.42,2385.66,2346.15,2313.84,2291.26,2258.79,2224.72,2191.48,2168.55,2170.21,2182.40,2197.16,2212.47,2226.09,2239.53,2254.11,2263.45,2264.44,2262.52,2263.88,2260.58,2265.42,2290.70,2314.01,2319.73,2320.22,2321.66,2323.50,2327.27,2329.02,2331.74,2336.22,2338.67,2341.27,2350.64,2342.12,2314.52,2313.41,2323.00,2320.04,2314.58,2307.01,2283.67,2285.66,2288.37,2282.60,2271.73,2285.53,2292.42,2288.20,2293.61,2314.75,2310.82,2294.46,2269.15,2244.53,2226.60,2180.25,2159.62,2174.31,2156.26,2127.14,2105.28,2079.95,2052.81,2060.93,2064.18,2086.80,2098.04,2065.24,2028.22,2001.66,1989.63,1969.16,1967.78,1994.28,1990.94,1967.47,1948.46,1935.13,1923.75,1914.54,1902.00,1886.52,1870.14,1852.40,1837.28,1825.78,1813.49,1803.91,1796.01,1790.13,1787.82,1785.61,1781.71,1776.39,1767.77,1760.26,1754.21,1745.08,1730.84,1709.32,1691.81,1692.97,1691.02,1692.27,1698.17,1713.33,1730.81,1751.14,1775.10,1797.72,1817.80,1837.40,1851.12,1868.39,1884.89,1900.59,1918.55,1930.49,1936.49,1947.87,1966.58,1985.94,2010.88,2031.43,2040.06,2051.80,2070.36,2093.06,2116.43,2132.85,2142.38,2152.48,2173.70,2190.84,2198.15,2212.68,2233.23,2248.93,2260.75,2270.10,2277.78,2279.16,2276.58,2276.13,2275.03,2270.70,2271.40,2268.10,2260.20,2262.71,2280.12,2298.79,2314.41,2323.39,2316.97,2298.61,2282.10,2270.78,2275.33,2272.75,2287.27,2303.15,2308.54,2309.37,2312.13,2313.50,2313.30,2317.11,2320.41,2318.07,2311.23,2329.66,2344.85,2355.62,2365.88,2376.52,2388.48,2400.48,2412.64
2137.53,2173.31,2207.10,2234.38,2265.85,2300.94,2327.55,2356.94,2381.61,2401.09,2402.75,2391.55,2408.47,2423.05,2438.55,2433.04,2429.61,2442.45,2460.57,2479.20,2497.11,2516.81,2503.86,2526.11,2544.66,2544.52,2552.93,2558.62,2584.08,2615.03,2641.33,2661.72,2682.01,2705.45,2728.53,2752.59,2770.16,2748.61,2725.35,2708.95,2699.17,2691.48,2684.35,2675.95,2668.29,2659.44,2650.32,2642.82,2636.91,2631.26,2623.72,2614.56,2603.10,2592.26,2585.41,2581.10,2578.21,2582.30,2585.65,2589.18,2592.33,2597.76,2586.64,2558.37,2524.03,2514.10,2508.78,2494.61,2485.05,2465.73,2440.08,2420.48,2409.35,2404.03,2399.12,2399.64,2393.59,2366.41,2327.23,2303.81,2267.14,2238.80,2203.37,2167.35,2155.73,2175.93,2192.91,2203.63,2214.01,2226.18,2238.97,2243.22,2243.84,2238.05,2240.01,2238.63,2256.36,2281.90,2297.34,2295.56,2295.08,2299.38,2303.83,2307.32,2309.11,2312.60,2316.40,2321.86,2327.71,2333.95,2328.48,2304.87,2286.81,2301.50,2295.16,2280.97,2284.83,2264.68,2260.15,2269.95,2266.05,2251.92,2261.45,2270.32,2264.95,2280.90,2301.65,2302.05,2284.62,2279.07,2261.51,2248.66,2209.26,2185.69,2187.59,2169.21,2140.11,2126.96,2106.48,2080.36,2094.85,2094.87,2109.43,2130.87,2113.89,2074.18,2033.25,2001.93,1980.94,1983.66,2013.20,2025.18,2006.45,1985.03,1967.46,1955.75,1936.15,1919.65,1898.58,1878.17,1860.36,1845.77,1832.48,1815.62,1805.42,1798.78,1794.59,1789.64,1783.11,1777.90,1770.43,1763.33,1756.93,1752.06,1745.33,1731.08,1707.70,1690.64,1689.44,1687.88,1687.69,1689.71,1701.72,1723.59,1741.99,1761.01,1781.31,1797.32,1816.32,1835.12,1851.95,1866.66,1883.50,1901.34,1913.17,1921.86,1934.95,1953.89,1978.49,1998.25,2010.39,2023.29,2041.27,2064.70,2086.87,2102.55,2112.57,2122.60,2135.86,2156.71,2167.70,2177.38,2193.68,2216.32,2233.68,2243.39,2254.98,2267.91,2278.16,2284.95,2289.18,2289.06,2290.48,2292.51,2290.28,2282.30,2280.57,2294.24,2309.74,2326.79,2336.04,2329.93,2313.48,2299.56,2292.27,2298.52,2297.45,2306.33,2321.06,2328.93,2329.84,2331.40,2333.89,2333.44,2333.62,2336.78,2337.96,2329.44,2340.09,2360.34,2371.68,2380.98,2390.34,2399.59,2408.10,2420.49
2139.38,2165.57,2194.55,2233.73,2272.26,2304.69,2329.85,2354.48,2374.78,2383.92,2372.61,2360.97,2383.15,2386.76,2403.12,2401.23,2387.54,2397.14,2417.20,2444.30,2462.81,2466.66,2469.15,2488.59,2507.41,2513.34,2532.34,2561.15,2583.79,2605.34,2629.64,2654.47,2673.98,2696.48,2720.46,2743.80,2760.86,2739.73,2710.00,2692.95,2680.60,2673.13,2665.18,2657.83,2650.22,2641.10,2631.71,2624.79,2619.73,2615.84,2608.91,2599.86,2590.43,2581.65,2574.45,2570.42,2565.94,2567.58,2572.92,2570.48,2570.99,2575.83,2564.14,2553.82,2521.63,2491.22,2487.35,2471.97,2466.26,2447.82,2423.05,2407.91,2390.89,2373.55,2366.83,2371.28,2371.94,2363.32,2338.42,2306.66,2273.76,2244.15,2211.99,2172.28,2143.32,2152.10,2171.83,2183.70,2196.39,2209.67,2220.60,2225.11,2223.77,2214.45,2214.03,2223.47,2249.76,2270.82,2277.31,2274.43,2275.55,2280.69,2285.07,2286.94,2287.45,2292.83,2295.83,2303.16,2313.53,2316.09,2310.14,2291.47,2260.69,2278.04,2270.63,2241.03,2244.64,2248.97,2232.90,2249.87,2244.69,2229.61,2239.46,2249.72,2243.79,2267.37,2290.89,2290.79,2266.26,2249.34,2243.12,2223.04,2205.47,2200.20,2170.92,2136.05,2118.07,2118.22,2138.22,2118.10,2121.42,2129.32,2140.05,2168.38,2165.76,2125.80,2075.78,2033.25,2001.18,1998.75,2027.22,2051.73,2036.23,2009.84,1995.72,1981.85,1955.98,1928.42,1901.99,1890.75,1881.04,1861.70,1842.15,1822.45,1810.40,1804.80,1798.03,1791.07,1780.41,1771.96,1766.02,1760.09,1756.25,1752.96,1748.54,1734.17,1711.30,1696.73,1689.69,1687.39,1685.50,1686.55,1691.99,1713.86,1732.56,1747.97,1765.32,1781.09,1803.60,1821.80,1833.19,1851.74,1870.62,1880.70,1890.08,1906.04,1928.17,1947.56,1965.56,1978.28,1994.26,2018.20,2041.35,2058.04,2070.31,2081.56,2090.45,2105.86,2122.40,2137.38,2145.52,2158.93,2179.92,2201.33,2212.30,2222.32,2238.12,2249.96,2263.11,2275.11,2286.71,2295.05,2300.67,2303.24,2303.36,2300.05,2301.36,2310.54,2324.76,2337.29,2346.49,2345.09,2334.74,2316.91,2312.19,2319.47,2323.81,2332.26,2342.07,2348.82,2349.81,2350.32,2352.47,2351.94,2350.37,2351.59,2354.33,2351.10,2352.38,2373.96,2385.04,2394.84,2404.24,2412.24,2422.31,2431.66
2158.28,2182.87,2207.32,2239.55,2270.48,2289.68,2315.34,2342.08,2363.21,2363.93,2340.99,2332.41,2360.70,2354.37,2366.88,2365.07,2354.26,2370.17,2392.28,2419.39,2431.07,2430.49,2434.24,2447.26,2467.26,2501.25,2533.36,2563.73,2587.42,2613.38,2635.32,2655.73,2676.64,2698.61,2721.63,2746.48,2754.20,2725.88,2697.89,2678.81,2666.17,2657.71,2649.94,2641.29,2632.88,2623.88,2613.95,2607.44,2603.58,2599.32,2593.42,2584.83,2578.17,2570.20,2562.90,2560.26,2557.40,2555.65,2561.45,2552.21,2543.99,2551.23,2541.49,2537.45,2519.99,2477.03,2463.94,2448.99,2443.45,2426.24,2404.15,2390.06,2377.86,2359.89,2342.10,2340.25,2343.24,2334.99,2324.76,2314.14,2286.09,2242.63,2212.86,2176.93,2138.13,2130.66,2144.92,2161.81,2178.40,2191.25,2202.61,2206.46,2199.88,2189.74,2193.72,2218.79,2241.51,2253.64,2257.92,2254.34,2255.36,2261.03,2265.00,2267.34,2267.07,2272.37,2275.95,2284.88,2296.78,2298.57,2290.69,2281.83,2241.34,2249.74,2243.04,2210.96,2217.07,2234.74,2206.95,2217.73,2225.49,2205.29,2214.15,2227.73,2221.76,2248.77,2275.26,2270.04,2254.67,2217.48,2217.90,2200.58,2178.12,2183.65,2149.20,2108.05,2090.07,2093.54,2134.26,2143.09,2150.89,2157.95,2161.87,2184.36,2199.73,2169.92,2122.66,2075.02,2031.65,2020.65,2048.56,2069.64,2059.98,2036.33,2019.50,1995.84,1963.79,1936.08,1915.49,1913.78,1900.44,1881.47,1858.41,1835.37,1820.44,1810.88,1800.63,1790.77,1780.34,1771.98,1766.50,1761.72,1757.79,1753.59,1748.36,1739.30,1728.34,1716.43,1705.55,1697.27,1689.22,1684.35,1687.32,1697.74,1718.99,1733.22,1751.58,1768.28,1784.48,1800.72,1817.45,1840.02,1851.61,1855.87,1875.86,1905.69,1925.43,1936.01,1945.26,1966.78,1997.10,2018.01,2033.98,2040.28,2047.65,2058.70,2074.05,2094.85,2107.48,2115.48,2128.76,2149.90,2170.92,2184.55,2191.52,2203.53,2221.07,2234.32,2247.95,2261.23,2274.49,2288.69,2298.65,2304.67,2311.93,2315.13,2317.89,2326.50,2339.45,2350.92,2359.82,2358.53,2348.60,2336.63,2333.61,2339.17,2345.42,2350.21,2359.74,2368.92,2369.91,2369.84,2372.53,2372.53,2370.14,2366.71,2371.13,2373.63,2367.57,2383.28,2397.70,2408.70,2419.04,2429.12,2436.54,2442.36
